,edition,name,athlete_id,medal,year,season,sex,country,country_appearances
61431,2020 Summer Olympics,Jonna Andersson,131785,Silver,2020,Summer,Female, Sweden,100
61444,2020 Summer Olympics,Fridolina Rolfö,131781,Silver,2020,Summer,Female, Sweden,100
61454,2020 Summer Olympics,Amanda Ilestedt,1006221,Silver,2020,Summer,Female, Sweden,100
61466,2020 Summer Olympics,Sarah Sjöström,112272,Silver,2020,Summer,Female, Sweden,100
61472,2020 Summer Olympics,Josefin Olsson,121391,Silver,2020,Summer,Female, Sweden,100
61473,2020 Summer Olympics,Kosse Asllani,123116,Silver,2020,Summer,Female, Sweden,100
61475,2020 Summer Olympics,Sofia Jakobsson,122846,Silver,2020,Summer,Female, Sweden,100
61492,2020 Summer Olympics,Laura Asadauskaitė,116437,Silver,2020,Summer,Female, Lithuania,21
61507,2020 Summer Olympics,Katrina Lehis,142587,Bronze,2020,Summer,Female, Estonia,18
61508,2020 Summer Olympics,Katrina Lehis,142587,Gold,2020,Summer,Female, Estonia,18
61513,2020 Summer Olympics,Julia Beljajeva,130021,Gold,2020,Summer,Female, Estonia,18
61514,2020 Summer Olympics,Erika Kirpu,130019,Gold,2020,Summer,Female, Estonia,18
61524,2020 Summer Olympics,Irina Embrich,130020,Gold,2020,Summer,Female, Estonia,18
61532,2020 Summer Olympics,P. V. Sindhu,130550,Bronze,2020,Summer,Female, India,65
61548,2020 Summer Olympics,Lovlina Borgohain,143726,Bronze,2020,Summer,Female, India,65
61564,2020 Summer Olympics,Mirabai Chanu,130576,Silver,2020,Summer,Female, India,65
61602,2020 Summer Olympics,Kalkidan Gezahegne,141289,Silver,2020,Summer,Female, Bahrain,7
61682,2020 Summer Olympics,Kellie Harrington,143850,Gold,2020,Summer,Female, Ireland,67
61708,2020 Summer Olympics,Emily Hegarty,143875,Bronze,2020,Summer,Female, Ireland,67
61709,2020 Summer Olympics,Eimear Lambe,2101921,Bronze,2020,Summer,Female, Ireland,67
61718,2020 Summer Olympics,Fiona Murtagh,143876,Bronze,2020,Summer,Female, Ireland,67
61727,2020 Summer Olympics,Aifric Keogh,143872,Bronze,2020,Summer,Female, Ireland,67
61734,2020 Summer Olympics,Emma Jørgensen,129863,Bronze,2020,Summer,Female, Denmark,70
61735,2020 Summer Olympics,Emma Jørgensen,129863,Bronze,2020,Summer,Female, Denmark,70
61738,2020 Summer Olympics,Amalie Dideriksen,129865,Silver,2020,Summer,Female, Denmark,70
61742,2020 Summer Olympics,Anne-Marie Rindom,122912,Gold,2020,Summer,Female, Denmark,70
61743,2020 Summer Olympics,Pernille Blume,123149,Bronze,2020,Summer,Female, Denmark,70
61763,2020 Summer Olympics,Julie Leth,142130,Silver,2020,Summer,Female, Denmark,70
61825,2020 Summer Olympics,Kateřina Siniaková,142069,Gold,2020,Summer,Female, Czech Republic,49
61827,2020 Summer Olympics,Barbora Krejčíková,142067,Gold,2020,Summer,Female, Czech Republic,49
61841,2020 Summer Olympics,Markéta Vondroušová,2101587,Silver,2020,Summer,Female, Czech Republic,49
61853,2020 Summer Olympics,Crismery Santana,142207,Bronze,2020,Summer,Female, Dominican Republic,25
61863,2020 Summer Olympics,Anabel Medina,142188,Silver,2020,Summer,Female, Dominican Republic,25
61864,2020 Summer Olympics,Marileidy Paulino,142190,Silver,2020,Summer,Female, Dominican Republic,25
61865,2020 Summer Olympics,Marileidy Paulino,142190,Silver,2020,Summer,Female, Dominican Republic,25
61881,2020 Summer Olympics,Henny Reistad,145667,Bronze,2020,Summer,Female, Norway,42
61887,2020 Summer Olympics,Stine Skogrand,145673,Bronze,2020,Summer,Female, Norway,42
61891,2020 Summer Olympics,Stine Bredal Oftedal,131252,Bronze,2020,Summer,Female, Norway,42
61893,2020 Summer Olympics,Silje Solberg,145672,Bronze,2020,Summer,Female, Norway,42
61894,2020 Summer Olympics,Marit Røsberg Jacobsen,145670,Bronze,2020,Summer,Female, Norway,42
61901,2020 Summer Olympics,Kari Brattset Dale,145668,Bronze,2020,Summer,Female, Norway,42
61905,2020 Summer Olympics,Vilde Johansen,145674,Bronze,2020,Summer,Female, Norway,42
61906,2020 Summer Olympics,Marta Tomac,145671,Bronze,2020,Summer,Female, Norway,42
61907,2020 Summer Olympics,Kristine Breistøl,145669,Bronze,2020,Summer,Female, Norway,42
61908,2020 Summer Olympics,Sanna Solberg-Isaksen,131250,Bronze,2020,Summer,Female, Norway,42
61910,2020 Summer Olympics,Nora Mørk,131249,Bronze,2020,Summer,Female, Norway,42
61911,2020 Summer Olympics,Veronica Kristiansen,131254,Bronze,2020,Summer,Female, Norway,42
61913,2020 Summer Olympics,Camilla Herrem,121174,Bronze,2020,Summer,Female, Norway,42
61916,2020 Summer Olympics,Marit Malm Frafjord,112019,Bronze,2020,Summer,Female, Norway,42
61919,2020 Summer Olympics,Neisi Dajomes,129899,Gold,2020,Summer,Female, Ecuador,35
61950,2020 Summer Olympics,Tamara Salazar,142258,Silver,2020,Summer,Female, Ecuador,35
61954,2020 Summer Olympics,Doo Hoi Kem,130497,Bronze,2020,Summer,Female," Hong Kong, China",40
61963,2020 Summer Olympics,Siobhán Haughey,130494,Silver,2020,Summer,Female," Hong Kong, China",40
61970,2020 Summer Olympics,Grace Lau,143571,Bronze,2020,Summer,Female," Hong Kong, China",40
61978,2020 Summer Olympics,Minnie Soo,143577,Bronze,2020,Summer,Female," Hong Kong, China",40
61979,2020 Summer Olympics,Siobhán Haughey,130494,Silver,2020,Summer,Female," Hong Kong, China",40
61983,2020 Summer Olympics,Lee Ho Ching,124585,Bronze,2020,Summer,Female," Hong Kong, China",40
61989,2020 Summer Olympics,Sarah Lee,124579,Bronze,2020,Summer,Female," Hong Kong, China",40
62006,2020 Summer Olympics,Yulimar Rojas,132214,Gold,2020,Summer,Female, Venezuela,17
62014,2020 Summer Olympics,Nora Gjakova,130985,Gold,2020,Summer,Female, Kosovo,5
62016,2020 Summer Olympics,Distria Krasniqi,145054,Gold,2020,Summer,Female, Kosovo,5
62025,2020 Summer Olympics,Abishag Semberg,2505308,Bronze,2020,Summer,Female, Israel,53
62032,2020 Summer Olympics,Timna Nelson Levy,143942,Bronze,2020,Summer,Female, Israel,53
62034,2020 Summer Olympics,Gili Sharir,143939,Bronze,2020,Summer,Female, Israel,53
62036,2020 Summer Olympics,Inbar Lanir,143940,Bronze,2020,Summer,Female, Israel,53
62038,2020 Summer Olympics,Raz Hershko,143941,Bronze,2020,Summer,Female, Israel,53
62047,2020 Summer Olympics,Linoy Ashram,2101927,Gold,2020,Summer,Female, Israel,53
62070,2020 Summer Olympics,Shira Rishony,130614,Bronze,2020,Summer,Female, Israel,53
62090,2020 Summer Olympics,Matea Jelić,2101557,Gold,2020,Summer,Female, Croatia,24
62112,2020 Summer Olympics,Shelly-Ann Fraser-Pryce,114740,Silver,2020,Summer,Female, Jamaica,43
62114,2020 Summer Olympics,Shelly-Ann Fraser-Pryce,114740,Gold,2020,Summer,Female, Jamaica,43
62116,2020 Summer Olympics,Shericka Jackson,130733,Bronze,2020,Summer,Female, Jamaica,43
62118,2020 Summer Olympics,Shericka Jackson,130733,Gold,2020,Summer,Female, Jamaica,43
62119,2020 Summer Olympics,Shericka Jackson,130733,Bronze,2020,Summer,Female, Jamaica,43
62120,2020 Summer Olympics,Elaine Thompson-Herah,130722,Gold,2020,Summer,Female, Jamaica,43
62122,2020 Summer Olympics,Candice McLeod,144239,Bronze,2020,Summer,Female, Jamaica,43
62124,2020 Summer Olympics,Roneisha McGregor,144248,Bronze,2020,Summer,Female, Jamaica,43
62125,2020 Summer Olympics,Elaine Thompson-Herah,130722,Gold,2020,Summer,Female, Jamaica,43
62130,2020 Summer Olympics,Briana Williams,144237,Gold,2020,Summer,Female, Jamaica,43
62131,2020 Summer Olympics,Elaine Thompson-Herah,130722,Gold,2020,Summer,Female, Jamaica,43
62133,2020 Summer Olympics,Stephenie McPherson,130736,Bronze,2020,Summer,Female, Jamaica,43
62137,2020 Summer Olympics,Janieve Russell,136558,Bronze,2020,Summer,Female, Jamaica,43
62146,2020 Summer Olympics,Natasha Morrison,144245,Gold,2020,Summer,Female, Jamaica,43
62147,2020 Summer Olympics,Remona Burchell,144246,Gold,2020,Summer,Female, Jamaica,43
62148,2020 Summer Olympics,Junelle Bromfield,2101972,Bronze,2020,Summer,Female, Jamaica,43
62150,2020 Summer Olympics,Stacey-Ann Williams,144250,Bronze,2020,Summer,Female, Jamaica,43
62152,2020 Summer Olympics,Tovea Jenkins,144252,Bronze,2020,Summer,Female, Jamaica,43
62158,2020 Summer Olympics,Meerim Zhumanazarova,144874,Bronze,2020,Summer,Female, Kyrgyzstan,5
62160,2020 Summer Olympics,Aysuluu Tynybekova,125113,Silver,2020,Summer,Female, Kyrgyzstan,5
62163,2020 Summer Olympics,Anabel Medina,142188,Silver,2020,Summer,Female, Spain,187
62171,2020 Summer Olympics,Maialen Chourraut,116621,Silver,2020,Summer,Female, Spain,187
62180,2020 Summer Olympics,Teresa Portela,90166,Silver,2020,Summer,Female, Spain,187
62185,2020 Summer Olympics,Elena Ruiz,142457,Silver,2020,Summer,Female, Spain,187
62186,2020 Summer Olympics,Irene González,142458,Silver,2020,Summer,Female, Spain,187
62187,2020 Summer Olympics,María Elena Sánchez,142459,Silver,2020,Summer,Female, Spain,187
62191,2020 Summer Olympics,Adriana Cerezo,142456,Silver,2020,Summer,Female, Spain,187
62195,2020 Summer Olympics,Ana Peleteiro,142390,Bronze,2020,Summer,Female, Spain,187
62233,2020 Summer Olympics,Sandra Sánchez,142438,Gold,2020,Summer,Female, Spain,187
62268,2020 Summer Olympics,Fátima Gálvez,125444,Gold,2020,Summer,Female, Spain,187
62269,2020 Summer Olympics,Laura Ester,124842,Silver,2020,Summer,Female, Spain,187
62270,2020 Summer Olympics,Maica García,124843,Silver,2020,Summer,Female, Spain,187
62273,2020 Summer Olympics,Marta Bach,124837,Silver,2020,Summer,Female, Spain,187
62274,2020 Summer Olympics,Anna Espar,124841,Silver,2020,Summer,Female, Spain,187
62275,2020 Summer Olympics,Roser Tarragó,124853,Silver,2020,Summer,Female, Spain,187
62276,2020 Summer Olympics,Pili Peña,124851,Silver,2020,Summer,Female, Spain,187
62324,2020 Summer Olympics,Paula Leitón,130013,Silver,2020,Summer,Female, Spain,187
62325,2020 Summer Olympics,Clara Espar,130010,Silver,2020,Summer,Female, Spain,187
62326,2020 Summer Olympics,Judith Forca,130011,Silver,2020,Summer,Female, Spain,187
62327,2020 Summer Olympics,Bea Ortiz,130009,Silver,2020,Summer,Female, Spain,187
62355,2020 Summer Olympics,Chen Wen-Huei,146848,Bronze,2020,Summer,Female, Chinese Taipei,46
62363,2020 Summer Olympics,Lo Chia-Ling,146844,Bronze,2020,Summer,Female, Chinese Taipei,46
62370,2020 Summer Olympics,Cheng I-Ching,131867,Bronze,2020,Summer,Female, Chinese Taipei,46
62372,2020 Summer Olympics,Huang Hsiao-Wen,2102623,Bronze,2020,Summer,Female, Chinese Taipei,46
62380,2020 Summer Olympics,Wen Tzu-Yun,146841,Bronze,2020,Summer,Female, Chinese Taipei,46
62387,2020 Summer Olympics,Kuo Hsing-Chun,122309,Gold,2020,Summer,Female, Chinese Taipei,46
62394,2020 Summer Olympics,Tai Tzu-Ying,125109,Silver,2020,Summer,Female, Chinese Taipei,46
62448,2020 Summer Olympics,Greysia Polii,124928,Gold,2020,Summer,Female, Indonesia,14
62452,2020 Summer Olympics,Apriyani Rahayu,143701,Gold,2020,Summer,Female, Indonesia,14
62461,2020 Summer Olympics,Windy Cantika Aisah,143708,Bronze,2020,Summer,Female, Indonesia,14
62468,2020 Summer Olympics,Anna Kiesenhofer,140862,Gold,2020,Summer,Female, Austria,54
62472,2020 Summer Olympics,Michaela Polleres,2101235,Silver,2020,Summer,Female, Austria,54
62473,2020 Summer Olympics,Bettina Plank,140867,Bronze,2020,Summer,Female, Austria,54
62520,2020 Summer Olympics,Magdalena Lobnig,129100,Bronze,2020,Summer,Female, Austria,54
62529,2020 Summer Olympics,Mariana Pajón,125006,Silver,2020,Summer,Female, Colombia,25
62530,2020 Summer Olympics,Sandra Arenas,126967,Silver,2020,Summer,Female, Colombia,25
62581,2020 Summer Olympics,Idalys Ortiz,112605,Silver,2020,Summer,Female, Cuba,44
62583,2020 Summer Olympics,Yaimé Pérez,124380,Bronze,2020,Summer,Female, Cuba,44
62601,2020 Summer Olympics,Alejandra Valencia,122929,Bronze,2020,Summer,Female, Mexico,87
62618,2020 Summer Olympics,Alejandra Orozco,123301,Bronze,2020,Summer,Female, Mexico,87
62643,2020 Summer Olympics,Aremi Fuentes,1302077,Bronze,2020,Summer,Female, Mexico,87
62675,2020 Summer Olympics,Gabriela Agúndez,2505532,Bronze,2020,Summer,Female, Mexico,87
62680,2020 Summer Olympics,Jolanta Ogar,121077,Silver,2020,Summer,Female, Austria  Poland,1
62726,2020 Summer Olympics,Peres Jepchirchir,144809,Gold,2020,Summer,Female, Kenya,50
62727,2020 Summer Olympics,Brigid Kosgei,144803,Silver,2020,Summer,Female, Kenya,50
62752,2020 Summer Olympics,Hyvin Kiyeng,130894,Bronze,2020,Summer,Female, Kenya,50
62755,2020 Summer Olympics,Hellen Obiri,124006,Silver,2020,Summer,Female, Kenya,50
62757,2020 Summer Olympics,Faith Kipyegon,127094,Gold,2020,Summer,Female, Kenya,50
62770,2020 Summer Olympics,Iryna Kurachkina,141070,Silver,2020,Summer,Female, Belarus,74
62775,2020 Summer Olympics,Vanesa Kaladzinskaya,121054,Bronze,2020,Summer,Female, Belarus,74
62782,2020 Summer Olympics,Volha Khudzenka,121064,Silver,2020,Summer,Female, Belarus,74
62791,2020 Summer Olympics,Alina Harnasko,141057,Bronze,2020,Summer,Female, Belarus,74
62850,2020 Summer Olympics,Ashleigh Nelson,923893,Bronze,2020,Summer,Female, Great Britain,267
62852,2020 Summer Olympics,Freya Anderson,143077,Gold,2020,Summer,Female, Great Britain,267
62858,2020 Summer Olympics,Kathleen Dawson,143079,Gold,2020,Summer,Female, Great Britain,267
62869,2020 Summer Olympics,Emily Campbell,143088,Silver,2020,Summer,Female, Great Britain,267
62874,2020 Summer Olympics,Georgia Taylor-Brown,143085,Gold,2020,Summer,Female, Great Britain,267
62875,2020 Summer Olympics,Georgia Taylor-Brown,143085,Silver,2020,Summer,Female, Great Britain,267
62877,2020 Summer Olympics,Lauren Williams,143083,Silver,2020,Summer,Female, Great Britain,267
62879,2020 Summer Olympics,Jess Learmonth,143086,Gold,2020,Summer,Female, Great Britain,267
62900,2020 Summer Olympics,Anna Hopkin,143075,Gold,2020,Summer,Female, Great Britain,267
62907,2020 Summer Olympics,Sky Brown,143068,Bronze,2020,Summer,Female, Great Britain,267
62911,2020 Summer Olympics,Anna Burnet,143062,Silver,2020,Summer,Female, Great Britain,267
62912,2020 Summer Olympics,Eilidh McIntyre,143063,Gold,2020,Summer,Female, Great Britain,267
62913,2020 Summer Olympics,Emma Wilson,143064,Bronze,2020,Summer,Female, Great Britain,267
62927,2020 Summer Olympics,Keely Hodgkinson,142966,Silver,2020,Summer,Female, Great Britain,267
62950,2020 Summer Olympics,Imani-Lara Lansiquot,142959,Bronze,2020,Summer,Female, Great Britain,267
62953,2020 Summer Olympics,Alice Kinsella,143017,Bronze,2020,Summer,Female, Great Britain,267
62958,2020 Summer Olympics,Bryony Page,130288,Bronze,2020,Summer,Female, Great Britain,267
