,edition,name,athlete_id,medal,year,season,sex,country,country_appearances
18173,1988 Summer Olympics,Zina Garrison,2730,Gold,1988,Summer,Female, United States,296
18174,1988 Summer Olympics,Zina Garrison,2730,Bronze,1988,Summer,Female, United States,296
18189,1988 Summer Olympics,Pam Shriver,2740,Gold,1988,Summer,Female, United States,296
18202,1988 Summer Olympics,Sarah Josephson,51076,Silver,1988,Summer,Female, United States,296
18213,1988 Summer Olympics,Anne Marden,40481,Silver,1988,Summer,Female, United States,296
18214,1988 Summer Olympics,Mary T. Meagher,51118,Bronze,1988,Summer,Female, United States,296
18215,1988 Summer Olympics,Mary T. Meagher,51118,Silver,1988,Summer,Female, United States,296
18225,1988 Summer Olympics,Mary Wayte,51232,Bronze,1988,Summer,Female, United States,296
18228,1988 Summer Olympics,Mary Wayte,51232,Silver,1988,Summer,Female, United States,296
18229,1988 Summer Olympics,Dara Torres,51218,Bronze,1988,Summer,Female, United States,296
18230,1988 Summer Olympics,Dara Torres,51218,Silver,1988,Summer,Female, United States,296
18232,1988 Summer Olympics,Betsy Mitchell,51126,Silver,1988,Summer,Female, United States,296
18234,1988 Summer Olympics,Kim Gallagher,77838,Bronze,1988,Summer,Female, United States,296
18236,1988 Summer Olympics,Sherri Howard,77864,Silver,1988,Summer,Female, United States,296
18237,1988 Summer Olympics,Alice Brown,77767,Gold,1988,Summer,Female, United States,296
18238,1988 Summer Olympics,Lillie Leatherwood,77899,Silver,1988,Summer,Female, United States,296
18243,1988 Summer Olympics,Teresa Edwards,5226,Gold,1988,Summer,Female, United States,296
18244,1988 Summer Olympics,Anne Donovan,5216,Gold,1988,Summer,Female, United States,296
18248,1988 Summer Olympics,Michele Mitchell,51127,Silver,1988,Summer,Female, United States,296
18249,1988 Summer Olympics,Kelly McCormick,51111,Bronze,1988,Summer,Female, United States,296
18254,1988 Summer Olympics,Diane Dixon,77810,Silver,1988,Summer,Female, United States,296
18255,1988 Summer Olympics,Louise Ritter,77950,Gold,1988,Summer,Female, United States,296
18259,1988 Summer Olympics,Jackie Joyner-Kersee,77882,Gold,1988,Summer,Female, United States,296
18260,1988 Summer Olympics,Jackie Joyner-Kersee,77882,Gold,1988,Summer,Female, United States,296
18263,1988 Summer Olympics,Terri Dendy,2303274,Silver,1988,Summer,Female, United States,296
18264,1988 Summer Olympics,Dannette Young,78022,Gold,1988,Summer,Female, United States,296
18266,1988 Summer Olympics,Sheila Echols,77817,Gold,1988,Summer,Female, United States,296
18279,1988 Summer Olympics,Evelyn Ashford,77749,Silver,1988,Summer,Female, United States,296
18280,1988 Summer Olympics,Evelyn Ashford,77749,Gold,1988,Summer,Female, United States,296
18283,1988 Summer Olympics,Kamie Ethridge,5228,Gold,1988,Summer,Female, United States,296
18287,1988 Summer Olympics,Anne Kursinski,11381,Silver,1988,Summer,Female, United States,296
18288,1988 Summer Olympics,Connie Paraskevin-Young,82028,Bronze,1988,Summer,Female, United States,296
18296,1988 Summer Olympics,Suzie McConnell,5364,Gold,1988,Summer,Female, United States,296
18297,1988 Summer Olympics,Cynthia Cooper,5194,Gold,1988,Summer,Female, United States,296
18298,1988 Summer Olympics,Jennifer Gillom,5242,Gold,1988,Summer,Female, United States,296
18299,1988 Summer Olympics,Katrina McClain,5363,Gold,1988,Summer,Female, United States,296
18300,1988 Summer Olympics,Andrea Lloyd,5347,Gold,1988,Summer,Female, United States,296
18301,1988 Summer Olympics,Vicky Bullett,5165,Gold,1988,Summer,Female, United States,296
18302,1988 Summer Olympics,Bridgette Gordon,5247,Gold,1988,Summer,Female, United States,296
18303,1988 Summer Olympics,Teresa Weatherspoon,5541,Gold,1988,Summer,Female, United States,296
18311,1988 Summer Olympics,Wendy Lian Williams,102409,Bronze,1988,Summer,Female, United States,296
18320,1988 Summer Olympics,Debra Ochs,2213,Bronze,1988,Summer,Female, United States,296
18322,1988 Summer Olympics,Denise Parker,2214,Bronze,1988,Summer,Female, United States,296
18324,1988 Summer Olympics,Melanie Skillman,2218,Bronze,1988,Summer,Female, United States,296
18347,1988 Summer Olympics,Phoebe Mills,29267,Bronze,1988,Summer,Female, United States,296
18351,1988 Summer Olympics,Jill Sterkel,51204,Bronze,1988,Summer,Female, United States,296
18352,1988 Summer Olympics,Jill Sterkel,51204,Bronze,1988,Summer,Female, United States,296
18358,1988 Summer Olympics,Gwen Torrence,77990,Silver,1988,Summer,Female, United States,296
18359,1988 Summer Olympics,Gwen Torrence,77990,Gold,1988,Summer,Female, United States,296
18361,1988 Summer Olympics,Florence Griffith Joyner,77849,Silver,1988,Summer,Female, United States,296
18362,1988 Summer Olympics,Florence Griffith Joyner,77849,Gold,1988,Summer,Female, United States,296
18363,1988 Summer Olympics,Florence Griffith Joyner,77849,Gold,1988,Summer,Female, United States,296
18364,1988 Summer Olympics,Florence Griffith Joyner,77849,Gold,1988,Summer,Female, United States,296
18365,1988 Summer Olympics,Karen Josephson,51075,Silver,1988,Summer,Female, United States,296
18367,1988 Summer Olympics,Tracie Ruiz-Conforto,51173,Silver,1988,Summer,Female, United States,296
18376,1988 Summer Olympics,Cindy Brown,5162,Gold,1988,Summer,Female, United States,296
18381,1988 Summer Olympics,Vanya Gesheva,9173,Gold,1988,Summer,Female, Bulgaria,114
18382,1988 Summer Olympics,Vanya Gesheva,9173,Silver,1988,Summer,Female, Bulgaria,114
18383,1988 Summer Olympics,Vanya Gesheva,9173,Bronze,1988,Summer,Female, Bulgaria,114
18385,1988 Summer Olympics,Yordanka Donkova,65660,Gold,1988,Summer,Female, Bulgaria,114
18389,1988 Summer Olympics,Borislava Ivanova,9174,Bronze,1988,Summer,Female, Bulgaria,114
18398,1988 Summer Olympics,Diana Paliyska,9178,Bronze,1988,Summer,Female, Bulgaria,114
18399,1988 Summer Olympics,Diana Paliyska,9178,Silver,1988,Summer,Female, Bulgaria,114
18403,1988 Summer Olympics,Magdalena Georgieva,35905,Bronze,1988,Summer,Female, Bulgaria,114
18404,1988 Summer Olympics,Stefka Madina,35921,Bronze,1988,Summer,Female, Bulgaria,114
18405,1988 Summer Olympics,Radka Stoyanova,35934,Silver,1988,Summer,Female, Bulgaria,114
18406,1988 Summer Olympics,Lalka Berberova,35896,Silver,1988,Summer,Female, Bulgaria,114
18416,1988 Summer Olympics,Adriana Dunavska,28145,Silver,1988,Summer,Female, Bulgaria,114
18417,1988 Summer Olympics,Ognyana Petrova,9179,Bronze,1988,Summer,Female, Bulgaria,114
18419,1988 Summer Olympics,Tsvetanka Hristova,65651,Bronze,1988,Summer,Female, Bulgaria,114
18435,1988 Summer Olympics,Stefka Kostadinova,65675,Silver,1988,Summer,Female, Bulgaria,114
18463,1988 Summer Olympics,Vesela Lecheva,41417,Silver,1988,Summer,Female, Bulgaria,114
18471,1988 Summer Olympics,Antoaneta Frenkeva,45702,Silver,1988,Summer,Female, Bulgaria,114
18478,1988 Summer Olympics,Antoaneta Frenkeva,45702,Bronze,1988,Summer,Female, Bulgaria,114
18480,1988 Summer Olympics,Diana Dudeva,28144,Bronze,1988,Summer,Female, Bulgaria,114
18520,1988 Summer Olympics,Gabriela Sabatini,2272,Silver,1988,Summer,Female, Argentina,33
18566,1988 Summer Olympics,Monica Theodorescu,11477,Gold,1988,Summer,Female, Germany  West Germany,36
18567,1988 Summer Olympics,Sabine Bau,102622,Silver,1988,Summer,Female, Germany  West Germany,36
18568,1988 Summer Olympics,Sabine Bau,102622,Gold,1988,Summer,Female, Germany  West Germany,36
18569,1988 Summer Olympics,Zita Funkenhauser,20701,Bronze,1988,Summer,Female, Germany  West Germany,36
18570,1988 Summer Olympics,Zita Funkenhauser,20701,Gold,1988,Summer,Female, Germany  West Germany,36
18580,1988 Summer Olympics,Jutta Niehaus,13186,Silver,1988,Summer,Female, Germany  West Germany,36
18581,1988 Summer Olympics,Silvia Sperber,42508,Gold,1988,Summer,Female, Germany  West Germany,36
18582,1988 Summer Olympics,Silvia Sperber,42508,Silver,1988,Summer,Female, Germany  West Germany,36
18583,1988 Summer Olympics,Steffi Graf,124,Gold,1988,Summer,Female, Germany  West Germany,36
18584,1988 Summer Olympics,Steffi Graf,124,Bronze,1988,Summer,Female, Germany  West Germany,36
18651,1988 Summer Olympics,Yun Yeong-Suk,1968,Gold,1988,Summer,Female, Republic of Korea,260
18652,1988 Summer Olympics,Wang Hui-Gyeong,1966,Gold,1988,Summer,Female, Republic of Korea,260
18653,1988 Summer Olympics,Kim Gyeong-Sun,32361,Gold,1988,Summer,Female, Republic of Korea,260
18654,1988 Summer Olympics,Kim Mi-Suk,32363,Gold,1988,Summer,Female, Republic of Korea,260
18655,1988 Summer Olympics,Kim Chun-Rye,32356,Gold,1988,Summer,Female, Republic of Korea,260
18656,1988 Summer Olympics,Seong Gyeong-Hwa,32386,Gold,1988,Summer,Female, Republic of Korea,260
18657,1988 Summer Olympics,Son Mi-Na,32383,Gold,1988,Summer,Female, Republic of Korea,260
18660,1988 Summer Olympics,Yun Yeong-Suk,1968,Bronze,1988,Summer,Female, Republic of Korea,260
18662,1988 Summer Olympics,Wang Hui-Gyeong,1966,Silver,1988,Summer,Female, Republic of Korea,260
18666,1988 Summer Olympics,Kim Su-Nyeong,1962,Gold,1988,Summer,Female, Republic of Korea,260
18667,1988 Summer Olympics,Kim Su-Nyeong,1962,Gold,1988,Summer,Female, Republic of Korea,260
18777,1988 Summer Olympics,Hyeon Jeong-Hwa,892,Gold,1988,Summer,Female, Republic of Korea,260
18779,1988 Summer Olympics,Yang Yeong-Ja,910,Gold,1988,Summer,Female, Republic of Korea,260
18794,1988 Summer Olympics,Kim Mi-Seon,19491,Silver,1988,Summer,Female, Republic of Korea,260
18795,1988 Summer Olympics,Han Ok-Gyeong,19484,Silver,1988,Summer,Female, Republic of Korea,260
18796,1988 Summer Olympics,Jang Eun-Jeong,19475,Silver,1988,Summer,Female, Republic of Korea,260
18797,1988 Summer Olympics,Choi Chun-Ok,19478,Silver,1988,Summer,Female, Republic of Korea,260
18798,1988 Summer Olympics,Jeong Sang-Hyeon,19482,Silver,1988,Summer,Female, Republic of Korea,260
18799,1988 Summer Olympics,Jin Won-Sim,19489,Silver,1988,Summer,Female, Republic of Korea,260
18800,1988 Summer Olympics,Kim Sun-Deok,19493,Silver,1988,Summer,Female, Republic of Korea,260
18801,1988 Summer Olympics,Song Ji-Hyeon,32384,Gold,1988,Summer,Female, Republic of Korea,260
18802,1988 Summer Olympics,Seok Min-Hui,32385,Gold,1988,Summer,Female, Republic of Korea,260
18803,1988 Summer Olympics,Im Mi-Gyeong,32374,Gold,1988,Summer,Female, Republic of Korea,260
18804,1988 Summer Olympics,Han Hyeon-Suk,32348,Gold,1988,Summer,Female, Republic of Korea,260
18805,1988 Summer Olympics,Kim Hyeon-Mi,32359,Gold,1988,Summer,Female, Republic of Korea,260
18806,1988 Summer Olympics,Lee Gi-Sun,32369,Gold,1988,Summer,Female, Republic of Korea,260
18807,1988 Summer Olympics,Kim Myeong-Sun,32364,Gold,1988,Summer,Female, Republic of Korea,260
18808,1988 Summer Olympics,Lee Young-Sook,1700072,Gold,1988,Summer,Female, Republic of Korea,260
18809,1988 Summer Olympics,Park Hyun-Sook,1700073,Gold,1988,Summer,Female, Republic of Korea,260
18810,1988 Summer Olympics,Kim Mi-Seon,19491,Silver,1988,Summer,Female, Republic of Korea,260
18811,1988 Summer Olympics,Lee Mi-Yeong,32370,Gold,1988,Summer,Female, Republic of Korea,260
18812,1988 Summer Olympics,Lee Mi-Yeong,32370,Gold,1988,Summer,Female, Republic of Korea,260
18827,1988 Summer Olympics,Seo Hyo-Seon,19510,Silver,1988,Summer,Female, Republic of Korea,260
18828,1988 Summer Olympics,Kim Yeong-Suk,19494,Silver,1988,Summer,Female, Republic of Korea,260
18829,1988 Summer Olympics,Jeong Eun-Gyeong,19481,Silver,1988,Summer,Female, Republic of Korea,260
18830,1988 Summer Olympics,Han Geum-Sil,19483,Silver,1988,Summer,Female, Republic of Korea,260
18831,1988 Summer Olympics,Im Gye-Suk,19505,Silver,1988,Summer,Female, Republic of Korea,260
18832,1988 Summer Olympics,Park Sun-Ja,19507,Silver,1988,Summer,Female, Republic of Korea,260
18833,1988 Summer Olympics,Hwang Geum-Suk,19485,Silver,1988,Summer,Female, Republic of Korea,260
18834,1988 Summer Olympics,Jo Gi-Hyang,19477,Silver,1988,Summer,Female, Republic of Korea,260
18835,1988 Summer Olympics,Seo Gwang-Mi,19511,Silver,1988,Summer,Female, Republic of Korea,260
18846,1988 Summer Olympics,Dörte Thümmler,28523,Bronze,1988,Summer,Female, East Germany,124
18853,1988 Summer Olympics,Dagmar Neubauer,69710,Bronze,1988,Summer,Female, East Germany,124
18854,1988 Summer Olympics,Martina Schröter,37561,Gold,1988,Summer,Female, East Germany,124
18856,1988 Summer Olympics,Martina Jentsch,28503,Bronze,1988,Summer,Female, East Germany,124
18863,1988 Summer Olympics,Gabi Fähnrich,28496,Bronze,1988,Summer,Female, East Germany,124
18870,1988 Summer Olympics,Bettina Schieferdecker,28512,Bronze,1988,Summer,Female, East Germany,124
18872,1988 Summer Olympics,Dagmar Kersten,28504,Bronze,1988,Summer,Female, East Germany,124
18875,1988 Summer Olympics,Dagmar Kersten,28504,Silver,1988,Summer,Female, East Germany,124
18878,1988 Summer Olympics,Ulrike Klotz,28506,Bronze,1988,Summer,Female, East Germany,124
18885,1988 Summer Olympics,Petra Müller,69708,Silver,1988,Summer,Female, East Germany,124
18886,1988 Summer Olympics,Petra Müller,69708,Bronze,1988,Summer,Female, East Germany,124
18887,1988 Summer Olympics,Katrin Krabbe,69685,Bronze,1988,Summer,Female, East Germany,124
18889,1988 Summer Olympics,Kirsten Emmelmann,69651,Bronze,1988,Summer,Female, East Germany,124
18890,1988 Summer Olympics,Ellen Fiedler,69654,Bronze,1988,Summer,Female, East Germany,124
18892,1988 Summer Olympics,Sabine Busch,69644,Bronze,1988,Summer,Female, East Germany,124
18894,1988 Summer Olympics,Kerstin Behrendt,69636,Silver,1988,Summer,Female, East Germany,124
18897,1988 Summer Olympics,Gloria Siebert,69684,Silver,1988,Summer,Female, East Germany,124
18899,1988 Summer Olympics,Silke Möller,69661,Silver,1988,Summer,Female, East Germany,124
18901,1988 Summer Olympics,Katrin Krabbe,69685,Silver,1988,Summer,Female, East Germany,124
18905,1988 Summer Olympics,Anke Möhring,47506,Bronze,1988,Summer,Female, East Germany,124
18907,1988 Summer Olympics,Astrid Strauß,47545,Silver,1988,Summer,Female, East Germany,124
18908,1988 Summer Olympics,Sabina Schulze,47533,Gold,1988,Summer,Female, East Germany,124
18909,1988 Summer Olympics,Heike Friedrich,47468,Gold,1988,Summer,Female, East Germany,124
18910,1988 Summer Olympics,Heike Friedrich,47468,Silver,1988,Summer,Female, East Germany,124
18911,1988 Summer Olympics,Kristin Otto,47512,Gold,1988,Summer,Female, East Germany,124
18912,1988 Summer Olympics,Kristin Otto,47512,Gold,1988,Summer,Female, East Germany,124
18913,1988 Summer Olympics,Heike Friedrich,47468,Gold,1988,Summer,Female, East Germany,124
18914,1988 Summer Olympics,Cornelia Sirch,47539,Bronze,1988,Summer,Female, East Germany,124
18915,1988 Summer Olympics,Kristin Otto,47512,Gold,1988,Summer,Female, East Germany,124
18916,1988 Summer Olympics,Cornelia Sirch,47539,Bronze,1988,Summer,Female, East Germany,124
18917,1988 Summer Olympics,Kathrin Zimmermann,47561,Silver,1988,Summer,Female, East Germany,124
18922,1988 Summer Olympics,Silke Hörner,47482,Bronze,1988,Summer,Female, East Germany,124
18923,1988 Summer Olympics,Silke Hörner,47482,Gold,1988,Summer,Female, East Germany,124
18924,1988 Summer Olympics,Silke Hörner,47482,Gold,1988,Summer,Female, East Germany,124
18927,1988 Summer Olympics,Birte Weigang,47555,Silver,1988,Summer,Female, East Germany,124
18928,1988 Summer Olympics,Birte Weigang,47555,Silver,1988,Summer,Female, East Germany,124
18929,1988 Summer Olympics,Birte Weigang,47555,Gold,1988,Summer,Female, East Germany,124
18930,1988 Summer Olympics,Kathleen Nord,47510,Gold,1988,Summer,Female, East Germany,124
18937,1988 Summer Olympics,Cornelia Sirch,47539,Gold,1988,Summer,Female, East Germany,124
18938,1988 Summer Olympics,Kristin Otto,47512,Gold,1988,Summer,Female, East Germany,124
18939,1988 Summer Olympics,Kristin Otto,47512,Gold,1988,Summer,Female, East Germany,124
18940,1988 Summer Olympics,Kristin Otto,47512,Gold,1988,Summer,Female, East Germany,124
18942,1988 Summer Olympics,Diana Gansky,69657,Silver,1988,Summer,Female, East Germany,124
18944,1988 Summer Olympics,Beate Koch,69682,Bronze,1988,Summer,Female, East Germany,124
18946,1988 Summer Olympics,Heike Singer,9848,Gold,1988,Summer,Female, East Germany,124
18948,1988 Summer Olympics,Anke Behmer,69635,Bronze,1988,Summer,Female, East Germany,124
18950,1988 Summer Olympics,Sabine John,69677,Silver,1988,Summer,Female, East Germany,124
18953,1988 Summer Olympics,Anja Kluge,37540,Gold,1988,Summer,Female, East Germany,124
18954,1988 Summer Olympics,Beatrix Schröer,37560,Gold,1988,Summer,Female, East Germany,124
18955,1988 Summer Olympics,Ute Wild,100843,Gold,1988,Summer,Female, East Germany,124
18960,1988 Summer Olympics,Sylvia Rose,37550,Gold,1988,Summer,Female, East Germany,124
18961,1988 Summer Olympics,Jutta Behrendt,37524,Gold,1988,Summer,Female, East Germany,124
18962,1988 Summer Olympics,Kerstin Förster,37532,Gold,1988,Summer,Female, East Germany,124
18965,1988 Summer Olympics,Martina Walther,37568,Gold,1988,Summer,Female, East Germany,124
18966,1988 Summer Olympics,Gerlinde Doberschütz,37528,Gold,1988,Summer,Female, East Germany,124
18967,1988 Summer Olympics,Carola Hornig,37535,Gold,1988,Summer,Female, East Germany,124
18968,1988 Summer Olympics,Ramona Balthasar,37523,Gold,1988,Summer,Female, East Germany,124
19024,1988 Summer Olympics,Marit Söderström,61062,Silver,1988,Summer,Female, Sweden,64
19025,1988 Summer Olympics,Birgitta Bengtsson,60911,Silver,1988,Summer,Female, Sweden,64
19133,1988 Summer Olympics,Claudia Kohde-Kilsch,127,Bronze,1988,Summer,Female, West Germany,131
19137,1988 Summer Olympics,Heike Friedrich,47468,Gold,1988,Summer,Female, West Germany,131
19138,1988 Summer Olympics,Heike Friedrich,47468,Gold,1988,Summer,Female, West Germany,131
19139,1988 Summer Olympics,Heike Friedrich,47468,Silver,1988,Summer,Female, West Germany,131
19144,1988 Summer Olympics,Christiane Weber,20722,Gold,1988,Summer,Female, West Germany,131
19193,1988 Summer Olympics,Claudia Zaczkiewicz,70085,Bronze,1988,Summer,Female, West Germany,131
19243,1988 Summer Olympics,Annette Klug,20709,Gold,1988,Summer,Female, West Germany,131
19249,1988 Summer Olympics,Ann-Kathrin Linsenhoff,11394,Gold,1988,Summer,Female, West Germany,131
19256,1988 Summer Olympics,Patricia Noall,45849,Bronze,1988,Summer,Female, Canada,181
19267,1988 Summer Olympics,Andrea Nugent,45850,Bronze,1988,Summer,Female, Canada,181
19274,1988 Summer Olympics,Keltie Duggan,45782,Bronze,1988,Summer,Female, Canada,181
19276,1988 Summer Olympics,Lori Melien,45841,Bronze,1988,Summer,Female, Canada,181
19279,1988 Summer Olympics,Allison Higson,45801,Bronze,1988,Summer,Female, Canada,181
19294,1988 Summer Olympics,Gina Smith,11458,Bronze,1988,Summer,Female, Canada,181
19324,1988 Summer Olympics,Jane Kerr,45814,Bronze,1988,Summer,Female, Canada,181
19349,1988 Summer Olympics,Eva-Maria Pracht,11438,Bronze,1988,Summer,Female, Canada,181
19414,1988 Summer Olympics,Michelle Cameron,45760,Gold,1988,Summer,Female, Canada,181
19428,1988 Summer Olympics,Carolyn Waldo,45890,Gold,1988,Summer,Female, Canada,181
19429,1988 Summer Olympics,Carolyn Waldo,45890,Gold,1988,Summer,Female, Canada,181
19437,1988 Summer Olympics,Jana Novotná,2352,Silver,1988,Summer,Female, Czech Republic  Czechoslovakia,7
19439,1988 Summer Olympics,Helena Suková,2353,Silver,1988,Summer,Female, Czech Republic  Czechoslovakia,7
19444,1988 Summer Olympics,Heike Drechsler,69965,Bronze,1988,Summer,Female, East Germany  Germany,34
19445,1988 Summer Olympics,Christine Wachtel,70124,Silver,1988,Summer,Female, East Germany  Germany,34
19446,1988 Summer Olympics,Heike Drechsler,69965,Bronze,1988,Summer,Female, East Germany  Germany,34
19447,1988 Summer Olympics,Heike Drechsler,69965,Silver,1988,Summer,Female, East Germany  Germany,34
19448,1988 Summer Olympics,Heike Drechsler,69965,Bronze,1988,Summer,Female, East Germany  Germany,34
19449,1988 Summer Olympics,Heike Drechsler,69965,Silver,1988,Summer,Female, East Germany  Germany,34
19450,1988 Summer Olympics,Daniela Hunger,47675,Gold,1988,Summer,Female, East Germany  Germany,34
19451,1988 Summer Olympics,Daniela Hunger,47675,Bronze,1988,Summer,Female, East Germany  Germany,34
19452,1988 Summer Olympics,Daniela Hunger,47675,Gold,1988,Summer,Female, East Germany  Germany,34
19453,1988 Summer Olympics,Katrin Meißner,47503,Bronze,1988,Summer,Female, East Germany  Germany,34
19454,1988 Summer Olympics,Katrin Meißner,47503,Gold,1988,Summer,Female, East Germany  Germany,34
19455,1988 Summer Olympics,Katrin Meißner,47503,Gold,1988,Summer,Female, East Germany  Germany,34
19457,1988 Summer Olympics,Manuela Stellmach,47749,Bronze,1988,Summer,Female, East Germany  Germany,34
19458,1988 Summer Olympics,Manuela Stellmach,47749,Gold,1988,Summer,Female, East Germany  Germany,34
19459,1988 Summer Olympics,Manuela Stellmach,47749,Gold,1988,Summer,Female, East Germany  Germany,34
19462,1988 Summer Olympics,Martina Hellmann,70001,Gold,1988,Summer,Female, East Germany  Germany,34
19464,1988 Summer Olympics,Ramona Portwich,9876,Gold,1988,Summer,Female, East Germany  Germany,34
19465,1988 Summer Olympics,Kathrin Neimke,70066,Silver,1988,Summer,Female, East Germany  Germany,34
19466,1988 Summer Olympics,Grit Breuer,69959,Bronze,1988,Summer,Female, East Germany  Germany,34
19469,1988 Summer Olympics,Annegret Strauch,37732,Gold,1988,Summer,Female, East Germany  Germany,34
19470,1988 Summer Olympics,Judith Zeidler,37738,Gold,1988,Summer,Female, East Germany  Germany,34
19471,1988 Summer Olympics,Daniela Neunast,37712,Gold,1988,Summer,Female, East Germany  Germany,34
19472,1988 Summer Olympics,Kathrin Haacker,37697,Gold,1988,Summer,Female, East Germany  Germany,34
19473,1988 Summer Olympics,Birgit Peter,37713,Gold,1988,Summer,Female, East Germany  Germany,34
19474,1988 Summer Olympics,Kristina Mundt,37708,Gold,1988,Summer,Female, East Germany  Germany,34
19475,1988 Summer Olympics,Beate Schramm,37728,Gold,1988,Summer,Female, East Germany  Germany,34
19476,1988 Summer Olympics,Jana Sorgers,37564,Gold,1988,Summer,Female, East Germany  Germany,34
19477,1988 Summer Olympics,Birte Siech,37731,Gold,1988,Summer,Female, East Germany  Germany,34
19496,1988 Summer Olympics,Mikako Kotani,48653,Bronze,1988,Summer,Female, Japan,138
19497,1988 Summer Olympics,Mikako Kotani,48653,Bronze,1988,Summer,Female, Japan,138
19500,1988 Summer Olympics,Miyako Tanaka,48715,Bronze,1988,Summer,Female, Japan,138
19646,1988 Summer Olympics,Erika Salumäe,13217,Gold,1988,Summer,Female, Estonia  Soviet Union,1
19657,1988 Summer Olympics,Cathrine Svendsen,32492,Silver,1988,Summer,Female, Norway,30
19658,1988 Summer Olympics,Vibeke Johnsen,32480,Silver,1988,Summer,Female, Norway,30
19659,1988 Summer Olympics,Trine Haltvik,32475,Silver,1988,Summer,Female, Norway,30
19660,1988 Summer Olympics,Karin Singstad,32487,Silver,1988,Summer,Female, Norway,30
19661,1988 Summer Olympics,Hanne Hogness,32479,Silver,1988,Summer,Female, Norway,30
19662,1988 Summer Olympics,Berit Digre,32467,Silver,1988,Summer,Female, Norway,30
19663,1988 Summer Olympics,Hanne Hegh,32477,Silver,1988,Summer,Female, Norway,30
19664,1988 Summer Olympics,Heidi Sundal,32491,Silver,1988,Summer,Female, Norway,30
19665,1988 Summer Olympics,Ingrid Steen,32490,Silver,1988,Summer,Female, Norway,30
19666,1988 Summer Olympics,Karin Pettersen,32485,Silver,1988,Summer,Female, Norway,30
19672,1988 Summer Olympics,Susann Goksør-Bjerkrheim,32473,Silver,1988,Summer,Female, Norway,30
19673,1988 Summer Olympics,Kjerstin Andersen,32464,Silver,1988,Summer,Female, Norway,30
19674,1988 Summer Olympics,Marte Eliasson,32470,Silver,1988,Summer,Female, Norway,30
19675,1988 Summer Olympics,Kristin Midthun,32483,Silver,1988,Summer,Female, Norway,30
19676,1988 Summer Olympics,Annette Skotvoll,32488,Silver,1988,Summer,Female, Norway,30
19681,1988 Summer Olympics,Svitlana Maziy,40109,Silver,1988,Summer,Female, Soviet Union  Ukraine,4
19686,1988 Summer Olympics,Chen Jing,778,Silver,1988,Summer,Female, People's Republic of China,257
19687,1988 Summer Olympics,Chen Jing,778,Silver,1988,Summer,Female, People's Republic of China,257
19688,1988 Summer Olympics,Chen Jing,778,Gold,1988,Summer,Female, People's Republic of China,257
19689,1988 Summer Olympics,Chen Jing,778,Gold,1988,Summer,Female, People's Republic of China,257
19690,1988 Summer Olympics,Chen Jing,778,Gold,1988,Summer,Female, People's Republic of China,257
19691,1988 Summer Olympics,Chen Jing,778,Silver,1988,Summer,Female, People's Republic of China,257
19694,1988 Summer Olympics,Yang Xiao,36348,Bronze,1988,Summer,Female, People's Republic of China,257
19710,1988 Summer Olympics,Li Meisu,66443,Bronze,1988,Summer,Female, People's Republic of China,257
19715,1988 Summer Olympics,Yang Xiao,36348,Silver,1988,Summer,Female, People's Republic of China,257
19720,1988 Summer Olympics,Xu Yanmei,46112,Gold,1988,Summer,Female, People's Republic of China,257
19721,1988 Summer Olympics,Li Qing,46085,Silver,1988,Summer,Female, People's Republic of China,257
19722,1988 Summer Olympics,Gao Min,46073,Gold,1988,Summer,Female, People's Republic of China,257
19723,1988 Summer Olympics,Gao Min,46073,Gold,1988,Summer,Female, People's Republic of China,257
19754,1988 Summer Olympics,Zhang Xianghua,36350,Silver,1988,Summer,Female, People's Republic of China,257
19786,1988 Summer Olympics,Zhang Xianghua,36350,Bronze,1988,Summer,Female, People's Republic of China,257
19787,1988 Summer Olympics,Hu Yadong,36333,Silver,1988,Summer,Female, People's Republic of China,257
19788,1988 Summer Olympics,Hu Yadong,36333,Bronze,1988,Summer,Female, People's Republic of China,257
19802,1988 Summer Olympics,Yang Wenyi,46115,Silver,1988,Summer,Female, People's Republic of China,257
19805,1988 Summer Olympics,Zhou Xiuhua,36354,Bronze,1988,Summer,Female, People's Republic of China,257
19806,1988 Summer Olympics,Zhang Yali,36352,Bronze,1988,Summer,Female, People's Republic of China,257
19807,1988 Summer Olympics,He Yanwen,36332,Bronze,1988,Summer,Female, People's Republic of China,257
19808,1988 Summer Olympics,Han Yaqin,36331,Bronze,1988,Summer,Female, People's Republic of China,257
19809,1988 Summer Olympics,Li Ronghua,36337,Bronze,1988,Summer,Female, People's Republic of China,257
19810,1988 Summer Olympics,Li Ronghua,36337,Silver,1988,Summer,Female, People's Republic of China,257
19811,1988 Summer Olympics,Zhou Shouying,36353,Bronze,1988,Summer,Female, People's Republic of China,257
19812,1988 Summer Olympics,Zhou Shouying,36353,Silver,1988,Summer,Female, People's Republic of China,257
19827,1988 Summer Olympics,Qian Hong,46100,Bronze,1988,Summer,Female, People's Republic of China,257
19834,1988 Summer Olympics,Zhuang Yong,46122,Silver,1988,Summer,Female, People's Republic of China,257
19839,1988 Summer Olympics,Zheng Meizhu,52154,Bronze,1988,Summer,Female, People's Republic of China,257
19840,1988 Summer Olympics,Yang Xiaojun,52151,Bronze,1988,Summer,Female, People's Republic of China,257
19841,1988 Summer Olympics,Jiang Ying,52132,Bronze,1988,Summer,Female, People's Republic of China,257
